location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Primary Object,Төп объект,,yes,terminology,"төрлө категориялар өсөн өҫкө дәрәжә база яҙмаһы",Gramps_Glossary/ba#primary_object
,Primary role,Төп роль,,yes,terminology,,Gramps_Glossary/ba#primary
,Private flag,Шәхси флаг,,yes,terminology,,Gramps_Glossary/ba#private
,Private tag,Шәхси тег,,yes,terminology,,Gramps_Glossary/ba#private_tag
,project,проект,,False,terminology,"Кураторлыҡ онлайн-каталогы өҫтәмә плагиндар өсөн өҫтәмә менеджеры", 
,Public flag,Йәмәғәт флагы,,yes,terminology,,Gramps_Glossary/ba#public
,Public tag,Йәмәғәт тегы,,yes,terminology,,Gramps_Glossary/ba#public_tag
,Quick View,Тиҙ ҡарау,,yes,terminology,,Gramps_Glossary/ba#quickview
,Re-order,Ҡабат урынлаштырыу,,yes,terminology,,Gramps_Glossary/ba#reorder
,Reference,Һылтанма,,yes,terminology,,Gramps_Glossary/ba#reference
,Reference information,Һылтанма мәғлүмәттәре,,yes,terminology,,Gramps_Glossary/ba#reference_information
,References tab,Һылтанмалар ҡушымтаһы,,yes,terminology,,Gramps_Glossary/ba#references_tab
,REFN,REFN,,False,terminology, "Ҡулланыусы билдәләгән идентификаторҙы һаҡлау өсөн ҡулланылған GEDCOM тегы.",
,Regular Expressions,Даими аңлатмалар,,yes,terminology,,Gramps_Glossary/ba#regex
,relation,мөнәсәбәт,,False,terminology,,
,Repositories,Архивтар,,yes,terminology,,Gramps_Glossary/ba#repository
,Repository,Архив,,yes,terminology,,Gramps_Glossary/ba#repository
,Role,Роль,,yes,terminology,,Gramps_Glossary/ba#role
,Roles,Ролдәр,,yes,terminology,,Gramps_Glossary/ba#role
,romanization,Романизация,,yes,terminology,,Gramps_Glossary/ba#romanization
,Rule,Ҡағиҙә,,yes,terminology,,Gramps_Glossary/ba#rule
,Rules,Ҡағиҙәләр,,yes,terminology,,Gramps_Glossary/ba#rule
,secondary object,Икенсел объект,,yes,terminology,"төрлө төп объекттар менән бәйләнгән ярҙамсы база яҙмаһы",Gramps_Glossary/ba#secondary_object
,selector,Һайлаусы,,yes,terminology,,Gramps_Glossary/ba#selector
,Selector combo box,Һайлау өсөн комбобокс,,yes,terminology,,Gramps_Glossary/ba#selector_combo_box
,Shared information,Уртаҡ мәғлүмәт,,yes,terminology,,Gramps_Glossary/ba#shared_information
,Shared object,Уртаҡ объект,,yes,terminology,"ҡулланыусының өҫтәлгән мәғлүмәте менән бер нисә төп объект араһында уртаҡлашылған бер ярҙамсы объект",Gramps_Glossary/ba#sharing
,Source,Сығанаҡ,,yes,terminology,,Gramps_Glossary/ba#source
,Sources,Сығанаҡтар,,yes,terminology,,Gramps_Glossary/ba#source
,SQLite,SQLite,,yes,terminology,,Gramps_Glossary/ba#sqlite
,Stamen,Stamen,,False,terminology,,
,substring,аҫҡы юл,,False,terminology,,
,Swatch,Төҫ үрнәге,,yes,terminology,,Gramps_Glossary/ba#swatch
,Tag,Тег,,yes,terminology,объектҡа ҡулланылған ҡулланыусы яҙмаһы һәм төҫ кодлау,Gramps_Glossary/ba#tag
,Tags,Ярлыҡтар,,yes,terminology,"объекттарға ҡулланылған ҡулланыусы яҙмалары һәм төҫ менән билдәләү",Gramps_Glossary/ba#tag
,Toolbar,Ҡоралдар панели,,yes,terminology,"күрһәтелгән эште йәки режимды башҡарыу өсөн төймә һылтанмалары теҙмәһе булған GUI элементы",Gramps_Glossary/ba#toolbar
,Try to find,Табырға тырышыу,,False,terminology,,
,Typographical conventions,Типографик конвенциялар,,yes,terminology,"айырым һәм бәлки үҙенсәлекле мәғәнәгә ишара иткән ғәҙәти форматлау",Gramps_Glossary/ba#typographical_conventions
,Undock,Доктан сығарыу,,yes,terminology,"GUI термины: Gramplet-ты Dashboard күренешенән йә бүленә торған контейнерҙан азат итеү",Gramps_Glossary/ba#dock
,Unknown,Билдәһеҙ,,yes,terminology,"ваҡиғаҙа ҡатнашҡан роль билдәләнмәгәнен аңлатҡан термин",Gramps_Glossary/ba#unknown
,User Directory,Ҡулланыусы папкаһы,,yes,terminology,"кушымталар өсөн көйләүҙәрҙе һәм мәғлүмәтте һаҡлаған каталогҡа юлдың ҡушамат исеме",Gramps_Glossary/ba#user_directory
,Verify the Data,Мәғлүмәтте тикшереү,,False,terminology,,
,View,Ҡарау,,yes,terminology,"фильтрланған мәғлүмәт менән категорияла әлегә актив булған ҡарау режимы; өҫтәмә идара элементтары һәм gramplet күренештәре менән",Gramps_Glossary/ba#view
,View category,Күренеш категорияһы,,yes,terminology,"оҡшаш структураланған мәғлүмәттең төрлө яҡтарын күрһәтеүсе ҡарау режимдары йыйылмаһы",Gramps_Glossary/ba#view_category
,View mode,Ҡарау режимы,,yes,terminology,"ҡарау категорияһының структураланған мәғлүмәтен алдан көтөлгән тәртиптә күрһәтеүсе күренештәр",Gramps_Glossary/ba#viewmode
,Wiki,Вики,,yes,terminology,"уртаҡ хеҙмәтләндерелгән веб-сайт",Gramps_Glossary/ba#wiki
,Witness,Шаһит,,yes,terminology,"ваҡиғаны күҙәтеүсене билдәләүсе термин",Gramps_Glossary/ba#witness
,XML,XML,,yes,terminology,"Extensible Markup language  ҡыҫҡартмаһы: ҡулланыусы билдәләгән тегтарға рөхсәт биргән структураланған файл форматы",Gramps_Glossary/ba#xml
,Tishri,Тишри,,False,terminology,"Иврит календары: гражданлыҡ йылының 1-се айы һәм сиркәү йылының 7-се айы",
,Tishrei,Тишрей,,False,calendar,"Иврит календары: гражданлыҡ йылының 1-се айы һәм сиркәү йылының 7-се айы",Hebrew_dates
,Cheshvan,Чешван,,False,calendar,"Иврит календары: гражданлыҡ йылының 2-се айы һәм сиркәү йылының 8-се айы",Hebrew_dates
,Kislev,Кислев,,False,calendar,"Иврит календары: гражданлыҡ йылының 3-сө айы һәм сиркәү йылының 9-сы айы",Hebrew_dates
,Tevet,Тевет,,False,calendar,"Иврит календары: гражданлыҡ йылының 4-се айы һәм сиркәү йылының 10-сы айы",Hebrew_dates
,Shevat,Шәүәт,,False,calendar,"Иврит календары: гражданлыҡ йылының 5-се айы һәм сиркәү йылының 11-се айы",Hebrew_dates
,Adar,Адар,,False,calendar,"Иврит календары: гражданлыҡ йылының 6-сы айы һәм сиркәү йылының 12-се айы",Hebrew_dates
,Nisan,Нисан,,False,calendar,"Иврит календары: гражданлыҡ йылының 7-се айы һәм сиркәү йылының 1-се айы",Hebrew_dates
,Iyar,Ийәр,,False,calendar,"Иврит календары: гражданлыҡ йылының 8-се айы һәм сиркәү йылының 2-се айы",Hebrew_dates
,Sivan,Сиван,,False,calendar,"Иврит календары: гражданлыҡ йылының 9-сы айы һәм сиркәү йылының 3-сө айы",Hebrew_dates
,Tammuz,Таммуз,,False,calendar,"Иврит календары: гражданлыҡ йылының 10-сы һәм сиркәү йылының 4-се айы",Hebrew_dates
,Av,Ав,,False,calendar,"Иврит календары: гражданлыҡ йылының 11-се айы һәм сиркәү йылының 5-се айы",Hebrew_dates
,Elul,Элул,,False,calendar,"Иврит календары: гражданлыҡ йылының 12-се айы һәм сиркәү йылының 6-сы айы",Hebrew_dates

