location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Italy,Italy,,False,,,
,about,about,,False,,,
,"Manage genealogical information, perform genealogical research and analysis","Manage genealogical information, perform genealogical research and analysis",,False,,,
,creamation,creamation,,False,,,
,Whether,Whether,,False,,,
,addon,addon,,False,,,
,plugin,plugin,,False,,,a software extension that adds features or functions to the core program
,ID,ID,,False,,,
,Catalonia,Catalonia,,False,,,
,age,age,,False,,,
,China,China,,False,,,
,unrecognized,unrecognized,,False,,,
,home,home,,False,"As in ""home person"" or ""home page""",,
,average,average,,False,,,
,substring,substring,,False,,"I'm guessing ""Teilzeichenfolge"" is in German, I'm not sure why it's part of the Hebrew glossary.",
,descendant,descendant,,False,,,
,Nisan,Nisan,,False,,,
,Please...,Please...,,False,,,
,Croatia,Croatia,,False,,,
,organized,organized,,False,,,
,Tishri,Tishri,,False,,,
,Finland,Finland,,False,,,
,genealogical,genealogical,,False,,,
,call name,call name,,False,,,
,Elul,Elul,,False,,,
,Choose font,Choose font,,False,,,
,Japan,Japan,,False,,,
,Stamen,Stamen,,False,,,
,Not_Related,Not_Related,,False,,,
,Turkey,Turkey,,False,,,
,United States of America,United States of America,,False,,,
,organize,organize,,False,,,
,Verify_the_Data,Verify_the_Data,,False,,,
,Ancestry,Ancestry,,False,,,
,regular expressions,regular expressions,,False,,,
,Ukraine,Ukraine,,False,,,
,project,project,,False,A project object within Gramps,,
,Find_Possible_Duplicate_People,Find_Possible_Duplicate_People,,False,,,
,Edit_Database_Owner_Information,Edit_Database_Owner_Information,,False,,,
,Repository,Repository,,False,,,
,neighborhood,neighborhood,,False,,,
,Emigration,Emigration,,False,,,Emigrate ve Immigrate kelimeleri Türkçeye göç olarak çevirmektense emigrate kelimesi göç immagrate kelimesi ise taşınma anlamında çevrilmiştir.
,Person,Person,,False,"A ""person"" record within Gramps",,
,event,event,,False,,,
,Active Person,Active Person,,False,Active Person,,
,Attribute,Attribute,,False,Attribute,,
,level,level,,False,,,
,Pedigree View,Pedigree View,,False,,,
,Category,Category,,False,Category,,
,name,name,,False,,,
,maximized,maximized,,False,,,
,bugs,bugs,,False,1,,
,log,log,,False,,,
,Clipboard,Clipboard,,False,Clipboard,,
,Editing_dates,Editing_dates,,False,,,
,places,places,,False,3,,
,Canada,Canada,,False,1,,
,Context Menu,Context Menu,,False,Context Menu,,
,Volume/Page,Volume/Page,,False,,,
,coloring,coloring,,False,,,
,Custom Types,Custom Types,,False,Custom Types,,
,bug,bug,,False,1,,
,volume,volume,,False,,,
,Kislev,Kislev,,False,,,"El nombre otorgado al mes de Kislev en la Biblia es simplemente «el mes noveno», siguiendo la numeración ordinal, al igual que el resto de los meses del año"
,Dock,Dock,,False,Dock,,"insert a Gramplet widget into the Dashboard, Sidebar, or Bottombar"
,Chile,Chile,,False,,,
,Event,Event,,False,Event,,the record of a defining moment in a the life of a Person or Family
,China,China,,False,1,,
,page,page,,False,,,"ספרנות (תשס""ד, 2003) דַּף leaf, folio מילון ספרנות"
,Safar,Safar,,False,,,"Safar (en árabe: صفر ṣafar) es el segundo mes del calendario islámico, consta de 29 días."
,Family_Editor_dialog,Family_Editor_dialog,,False,,,
,Purim,Purim,,False,,,
,colored,colored,,False,,,
,Event Role,Event Role,,False,Event Role,,the part a person played in that moment in history
,Muharram,Muharram,,False,,,"Muḥarram (en árabe: المحرم al-muḥarram) es el primer mes del calendario islámico, consta de 30 días."
,Link_Editor,Link_Editor,,False,,,
,Rajab,Rajab,,False,,,"Rayab o Rajab (en árabe: رجب) es el séptimo mes del calendario musulmán, consta de 30 días."
,Event Type,Event Type,,False,Event Type,,label used to group similar happenings together
,Czech Republic,Czech Republic,,False,,,
,Shawwal,Shawwal,,False,,,Shawwal es el décimo mes del calendario Islámico (hijri) y el primer día de este mes es el día del Eid Al-Fitr.
,Media_Reference_Editor_dialog,Media_Reference_Editor_dialog,,False,,,
,Family,Family,,False,Family,,
,England,England,,False,,,
,Media_Reference_Editor_dialog,Media_Reference_Editor_dialog,,False,1,,
,Ordibehesht,Ordibehesht,,False,,,"Ordibehesht ( persa : اردیبهشت , pronunciación persa: [oɾdiːbeˈheʃt]) es el segundo mes del calendario Solar Hijri , el calendario oficial de Irán"
,Filter,Filter,,False,Filter,,user-created rule to select specific records that contain specific data
,color,color,,False,,,
,Jewish Holidays,Jewish Holidays,,False,,,
,Home Person,Home Person,,False,Home Person,,Person selected to be the central target of the tree
,Mordad,Mordad,,False,,,"Mordad es el quinto mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 31 días,"
,Name_Editor,Name_Editor,,False,,,
,Russia,Russia,,False,,,
,Mehr,Mehr,,False,,,"Mehr es el séptimo mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 30 días"
,Shavuot,Shavuot,,False,,,
,Keybinding,Keybinding,,False,Keybinding,,Keyboard shortcuts (aka hotkeys) that may be used to navigate a GUI
,Person_Reference_Editor,Person_Reference_Editor,,False,,,
,Shahrivar,Shahrivar,,False,,,"Shahrivar es el sexto mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 31 días,"
,Merge,Merge,,False,Merge,,combine records in in a category view into a single object
,Editing_information_about_notes,Editing_information_about_notes,,False,,,
,centering,centering,,False,,,
,New Zealand,New Zealand,,False,,,
,Esfand,Esfand,,False,,,"Esfand es el duodécimo y último mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 29 días"
,home,home,,False,,,
,Navigator,Navigator,,False,Navigator,,left sidebar of icons. Allows movement between the different View categories
,Sukot,Sukot,,False,,,
,Editing_information_about_people,Editing_information_about_people,,False,,,
,Place_Name_Editor_dialog,Place_Name_Editor_dialog,,False,,,
,Hanuka,Hanuka,,False,,,
,Object Editor,Object Editor,,False,Object Editor,,basic information dialog of a Primary Object for recording details
,Serbia,Serbia,,False,,,
,Preferences,Preferences,,False,Preferences,,"GLOBAL customization of the appearance, defaults and behavior of Gramps"
,centered,centered,,False,,,
,debug,debug,,False,1,,
,Place_Editor_dialog,Place_Editor_dialog,,False,,,
,Configure,Configure,,False,,,"Customization of a VIEW's appearance, defaults and behavior"
,Find_database_loop,Find_database_loop,,False,,,
,remove,remove,,False,,,
,Slovakia,Slovakia,,False,,,
,Compare_Individual_Events,Compare_Individual_Events,,False,,,
,Sweden,Sweden,,False,,,
,Prerequisites,Prerequisites,,False,,,Additional external software required for a feature to work
,Primary role,Primary role,,False,,,focal participant of a Event
,Gramps is a genealogy program that is both intuitive for hobbyists and feature-complete for professional genealogists.,Gramps is a genealogy program that is both intuitive for hobbyists and feature-complete for professional genealogists.,,False,,,
,"person, individual, people","person, individual, people",,False,,,
,Secondary object,Secondary object,,False,,,"a supporting record linked to primary object(s), adding extra details"
,editor,editor,,False,,,
,Error_Report,Error_Report,,False,,,
,Primary object,Primary object,,False,,,
,capitalization,capitalization,,False,,,
,View category,View category,,False,,,collection of display layouts related to one type of Primary object
,active,active,,False,,,
,canceling,canceling,,False,,,
,repository,repository,,False,,,
,Verify the Data,Verify the Data,,False,,,
,active person,active person,,False,,,Currently selected Person and the focus of the view.
,confidence,confidence,,False,,,
,association,association,,False,1,,
,canceled,canceled,,False,,,
,View mode,View mode,,False,,,a distinct display layout in a Category
,baptized,baptized,,False,,,
,city,city,,False,,,
,tool,tool,,False,,,
,heatmap,heatmap,,False,,,overlay using color to indicate the count of events a places on a map
,analyzing,analyzing,,False,,,
,Family Tree,Family Tree,,False,,,
,Merge_citations,Merge_citations,,False,,,
,Web Family Tree,,,False,,,
,Blur,Blur,,False,Color,,
,Download,Download,,False,,,
,sources,sources,,False,,,
,Extract_Information_from_Names,Extract_Information_from_Names,,False,,,
,Upload,Upload,,False,,,
,preferences,preferences,,False,,,
,Given Name,Given Name,,False,This usually just means first name (as opposed to surname),,
,Call Name,Call Name,,False,,,
,street,street,,False,,,
,prefix,prefix,,False,,,
,cremation,cremation,,False,,,
,node,node,,False,,,"טכנולוגיית המידע (תשס""ז, 2007) צֹמֶת node מילון מושגים בסיסיים בטכנולוגיית המידע (תשס""ג, 2002)"
,Great grandparents,Great grandparents,,False,sukulaisuusraportti,,
,tree,tree,,False,,,
,Keep,Keep,,False,,,
,Place title,Place title,,False,,,
,pages,pages,,False,,,
,father,father,,False,,,
,search,search,,False,,,
,marriage,marriage,,False,,,
,include,include,,False,,,Esitetäänkö tieto vai ei
,low,low,,False,,,
,liste eclair,liste eclair,,False,,,
,mothers,mothers,,False,,,
,Collapsible Tree,Collapsible Tree,,False,D3Charts,,
,degrees of separation,degrees of separation,,False,,,
,person,person,,False,,,
,for,for,,False,,,
,options,options,,False,,,Käyttäjän valintavaihtoehdot
,Ancestor,Ancestor,,False,,,
,center,center,,False,,,
,very,very,,False,,,
,related to,related to,,False,,,
,Close,Close,,False,,,
,central person,central person,,False,,,Muu keskushenkilö kuin aktiivihenkilö
,source,source,,False,,,
,Matches,Matches,,False,,,
,Date Estimate,Date Estimate,,False,,,
,number,number,,False,,,
,Include,Include,,False,,,
,oo,oo,,False,,,
,issue,issue,,False,,,
,media,media,,False,,,Mediaobjekti (kuvan metatiedot)
,unpublished,unpublished,,False,,,
,title,title,,False,place,,
,high,high,,False,,,
,font size,font size,,False,,,
,Birth label,Birth label,,False,,,
,newspaper,newspaper,,False,,,
,family,family,,False,,,
,exclude,exclude,,False,,,
,death label,death label,,False,,,
,published,published,,False,,,
,md5 hash,md5 hash,,False,,,
,autobiography,autobiography,,False,,,
,yes,yes,,False,,,
,birth label,birth label,,False,,,
,Home Person,Home Person,,False,,,
,delete,delete,,False,,,
,substring,substring,,False,1,,
,unique,unique,,False,,,
,book,book,,False,,,
,Include,Include,,False,1,,
,format,format,,False,,,"טכנולוגיית המידע (תשע""ה, 2015) תסדיר בשפות תכנות – צרף שפה המפרט באמצעות תווים את הייצוג של עצמי נתונים ברשומה, בקובץ, במסר, בהתקן אחסון או באפיק שידור. הפועל: תִּסְדֵּר format n. מילון שפות תכנות [טכנולוגיית המידע] > טיפוסי נתונים"
,configuration,configuration,,False,,,
,image,image,,False,,,
,color scheme,color scheme,,False,,,
,Association,Association,,False,,,
,death,death,,False,,,
,mother,mother,,False,,,
,Include,Include,,False,2,,
,item,item,,False,,,
,attribute,attribute,,False,,,
,version,version,,False,,,
,Associations,Associations,,False,,,
,save,save,,False,,,
,association,association,,False,,,
,books,books,,False,,,
,HTML-wrapper file,HTML-wrapper file,,False,,,
,new,new,,False,,,
,pruning,pruning,,False,Sukupuun rajaaminen katkaisemalla?,,
,note,note,,False,,,
,trees,trees,,False,,,
,child,child,,False,,,
,index,index,,False,,,
,day,day,,False,,,
,Farm Schedule,Farm Schedule,,False,,,
,year,year,,False,,,
,notes,notes,,False,,,
,Repository,Repository,,False,1,,
,settings,settings,,False,,,
,Volume,Volume,,False,,,
,filename,filename,,False,,,
,edit,edit,,False,,,
,attributes,attributes,,False,,,
,please,please,,False,,,
,attributes,attributes,,False,1,,
,filter,filter,,False,,,
,absent,absent,,False,,,
,resources,resources,,False,,,
,DenominoViso,,,False,,,
,HTML,HTML,,False,,,
,Index of Dates,Index of Dates,,False,,,
,SpaceTree,SpaceTree,,False,,,
,web,web,,False,,,
,calendars,calendars,,False,,,
,Deterministic ID,Deterministic ID,,False,,,
,object,object,,False,,,
,data,data,,False,,,
,Space Tree,Space Tree,,False,,,"תרגום מילולי: ""עץ-מרחב"" (או עץ מרחבי). זהו התרגום המדויק ביותר כשמדובר בטכנולוגיה המשלבת פריסה של מבנה עץ בתוך מרחב נתון."
,calendar,calendar,,False,,,
,Matches ,Matches ,,False,,,
,Matches,Matches,,False,2,,
,Narrated Web Report,Narrated Web Report,,False,,,
,main person,main person,,False,,,
,Enable,Enable,,False,,,
,link,link,,False,,,
,glance,glance,,False,,,
,title,title,,False,,,
,maximum,maximum,,False,,,
,objects,objects,,False,,,
,report,report,,False,,,
,this,this,,False,,,
,report,report,,False,1,,
,marriage act,marriage act,,False,,,
,main,main,,False,,,
,banns,banns,,False,,,
,center person,center person,,False,,,
,county,county,,False,,,
,markers,markers,,False,,,
,names,names,,False,,,
,Place titles,Place titles,,False,,,
,birthdays,birthdays,,False,,,
,title,title,,False,henkilötiedot,,
,option,option,,False,,,
,Compress,Compress,,False,Kaavioesitys,,
,maps,maps,,False,,,
,nick name,nick name,,False,,,
,pedigree collapse,pedigree collapse,,False,,,
,creamation,creamation,,False,1,,
,repositories,repositories,,False,,,
,max,max,,False,,,
,7. Sex: Male,7. Sex: Male,,False,,,
,8. Sex: Female,8. Sex: Female,,False,,,
,default,default,,False,,,
,service,service,,False,,,
,MaritalStatus,MaritalStatus,,False,,,
,lists,lists,,False,,,
,map,map,,False,,,
,CartoDB,,,False,,,
,Stamen,,,False,1,,
,column,column,,False,,,
,footer,footer,,False,,,"טכנולוגיית המידע (תשס""ג, 2002) סיומת עמוד footer, running foot מילון עיבוד תמלילים [טכנולוגיית המידע]"
,custom,custom,,False,,,
,downloaded,downloaded,,False,,,
,PHP,PHP,,False,,,
,and,and,,False,,,
,Downloading,Downloading,,False,,,
,images,images,,False,,,
,Coloured Persons,Coloured Persons,,False,,,
,.php,.php,,False,,,
,ChatWithTree,ChatWithTree,,False,,,
,GENDEX,GENDEX,,False,,,
,narrative website,narrative website,,False,,,
,current person,current person,,False,,,
,.tar.gz,.tar.gz,,False,,,
,navigation,navigation,,False,,,
,links,links,,False,,,
,narrative,narrative,,False,,,
,Navigation Menu Layout,Navigation Menu Layout,,False,,,
,view,view,,False,,,
,locations,locations,,False,,,
,previous,previous,,False,,,View category
,full name,full name,,False,,,
,type,type,,False,,,
,tags,tags,,False,,,
,top,top,,False,,,
,left,left,,False,,,
,next,next,,False,,,
,bottom,bottom,,False,,,
,right,right,,False,,,
,parents,parents,,False,,,
,alive,alive,,False,,,
,reorder,reorder,,False,,,
,parent,parent,,False,,,
,charts,charts,,False,,,
,circa,circa,,False,,,
,ascendants and descendants,ascendants and descendants,,False,,,
,citations,citations,,False,,,
,between,between,,False,,,
,around,around,,False,,,
,last,last,,False,,,
,initials,initials,,False,,,Ad(lar) ve soyad(lar)ın ilk harfleri.
,common,common,,False,,,
,suffix,suffix,,False,,,Adlandırmayla ilgili
,given name,given name,,False,,,
,up,up,,False,,,
,private,private,,False,,,
,tag,tag,,False,,,
,Fix_Capitalization_of_Family_Names,Fix_Capitalization_of_Family_Names,,False,,,
,New_Media_dialog,New_Media_dialog,,False,1,,manual
,New_Repository_dialog,New_Repository_dialog,,False,,,manual
,dialog,dialog,,False,,,
,New_Source_dialog,New_Source_dialog,,False,,,manual
,Size,Size,,False,,,
,Longitude,Longitude,,False,,,
,detach,detach,,False,,,
,structure,structure,,False,,,
,individuals,individuals,,False,,,
,Sections,Sections,,False,,,
,To Do,To Do,,False,,,
,config,config,,False,,,
,font,font,,False,,,ayrı yazılmalıdır
,tools,tools,,False,,,
,document,document,,False,1,,
,Bookmarks,Bookmarks,,False,,,manual
,Reorder_Relationships_dialog,Reorder_Relationships_dialog,,False,,,manual
,New_Tag_dialog,New_Tag_dialog,,False,,,manual
,database,database,,False,,,
,address,address,,False,,,
,import,import,,False,,,
,language,language,,False,,,
,home person,home person,,False,,,
,export,export,,False,,,
,installation,installation,,False,,,
,file,file,,False,,,
,latitude,latitude,,False,,,
,add,add,,False,,,
,coordinates,coordinates,,False,,,
,offline,offline,,False,,,
,directory,directory,,False,,,
,common ancestor,common ancestor,,False,,,
,partner,partner,,False,,,
,people,people,,False,,,
,unique,unique,,False,1,,
,nodes,nodes,,False,,,
,bar,bar,,False,,,Grafik
,chart,chart,,False,,,
,bar chart,bar chart,,False,,,
,pie chart,pie chart,,False,,,
,expand,expand,,False,,,
,all,all,,False,,,
,collapse,collapse,,False,,,
,birth,birth,,False,,,
,items,items,,False,,,
,pie,pie,,False,,,Grafikten bahsettiğini düşünerek çevrilmiştir.
,circle,circle,,False,,,
,Timeline,Timeline,,False,,,
,date,date,,False,,,
,spreadsheet,spreadsheet,,False,,,
,GeneWeb,GeneWeb,,False,,,program adı olduğu için çevrilmemelidir.
,total,total,,False,,,
,minimum,minimum,,False,,,
,Minimumm,Minimumm,,False,,,
,output,output,,False,,,
,Internet_Address_Editor,Internet_Address_Editor,,False,,,
,Add_Rule_dialog,Add_Rule_dialog,,False,,,
,rule,rule,,False,,,
,dashboard,dashboard,,False,,,
,display,display,,False,,,
,others,others,,False,,,
,New_Citation_dialog,New_Citation_dialog,,False,1,,
,quality,quality,,False,,,
,Folder,Folder,,False,,,
,What's Next?,What's Next?,,False,,,
,metadata,metadata,,False,,,
,Select_Family_selector,Select_Family_selector,,False,,,manual
,error,error,,False,,,
,transparent,transparent,,False,,,
,generations,generations,,False,,,
,Paper Option,Paper Option,,False,,,
,Sibling,Sibling,,False,,,
,Relationship calculator,Relationship calculator,,False,,,
,tooltip,tooltip,,False,,,
,Generate_Testcases_for_Persons_and_Families,Generate_Testcases_for_Persons_and_Families,,False,,,
,Compound surname,Compound surname,,False,,,
,Current Name,Current Name,,False,,,
,ancestor,ancestor,,False,,,
,Ancestors,Ancestors,,False,,,
,descendants,descendants,,False,,,alt soy
,Merge_Families,Merge_Families,,False,,,manual
,existing,existing,,False,,,
,Geography View,Geography View,,False,,,
,Geography,Geography,,False,,,
,Content,Content,,False,,,
,Descendant,Descendant,,False,,,
,Unmarried partnership,Unmarried partnership,,False,,,
,Civil union,Civil union,,False,,,
,Example,Example,,False,,,
,unmarried,unmarried,,False,,,
,Merge_Sources,Merge_Sources,,False,,,
,upright,upright,,False,,,
,roundabout,roundabout,,False,,,
,Merge_Notes,Merge_Notes,,False,,,
,Merge_People,Merge_People,,False,,,
,Merge_Places,Merge_Places,,False,,,
,Select_Note_selector,Select_Note_selector,,False,,,
,Select_Place_selector,Select_Place_selector,,False,,,
,Select_Father_selector,Select_Father_selector,,False,,,
,Select_Child_selector,Select_Child_selector,,False,,,
,Select_Mother_selector,Select_Mother_selector,,False,,,
,Advanced,Advanced,,False,,,
,fan chart,fan chart,,False,,,
,2-Way Fan,2-Way Fan,,False,2,,
,descendant fan,descendant fan,,False,,,
,fanchart,fanchart,,False,,,
,Pedigree,Pedigree,,False,,,
,duplicate,duplicate,,False,,,
,"_Roman (Times, serif)","_Roman (Times, serif)",,False,1,,Yazı tipi adı olduğunu için çevrilmemelidir.
,broken,broken,,False,,,
,"_Swiss (Arial, Helvetica, sans-serif)","_Swiss (Arial, Helvetica, sans-serif)",,False,,,Yazı tipi adı olduğunu için çevrilmemelidir.
,primary,primary,,False,,,
,Merge_Media_Objects,Merge_Media_Objects,,False,,,manual
,proceed,proceed,,False,,,
,Remove_leading_and_trailing_spaces,Remove_leading_and_trailing_spaces,,False,,,manual
,quantity,quantity,,False,,,
,BSDDB,BSDDB,,False,,,
,LDS_Ordinance_Editor,LDS_Ordinance_Editor,,False,,,manual
,ordinance,ordinance,,False,,,
,tiles,tiles,,False,,,
,nickname,nickname,,False,,,
,filters,filters,,False,,,
,Nobility Title,Nobility Title,,False,,,
,familynick,familynick,,False,,,
,submitter,submitter,,False,,,
,rawsurnames,rawsurnames,,False,,,
,recursive,recursive,,False,,,
,relationship,relationship,,False,,,
,relationship view,relationship view,,False,,,
,New_Event_dialog,New_Event_dialog,,False,,,manual
,Event_Reference_Editor_dialog,Event_Reference_Editor_dialog,,False,1,,manual
,Merge_Events,Merge_Events,,False,,,manual
,Select_Event_selector,Select_Event_selector,,False,1,,manual
,Select_Person_selector,Select_Person_selector,,False,,,manual
,Select_Repository_selector,Select_Repository_selector,,False,,,manual
,Select_Source_selector,Select_Source_selector,,False,,,manual
,attribute,attribute,,False,1,,
,borough,borough,,False,,,
,lineage,lineage,,False,,,"""köken""den daha iyi bir çeviri ile değiştirilebilir. ""Baba - dede - dedenin babası - dedenin dedesi"" şeklinde giden soyu tanımlıyor. Köken genel anlamda karşılamasına rağmen Türkçede özellikle bu anlama gelen kelime var ise değiştirilmelidir."
,LaTeX,LaTeX,,False,,,
,outline,outline,,False,,,
,thumbnail,thumbnail,,False,,,
,families of interest,families of interest,,False,,,
,people of interest,people of interest,,False,,,
,connector,connector,,False,,,
,given,given,,False,,,
,connection,connection,,False,,,
,given,given,,False,1,,
,call number,call number,,False,,,
,tile,tile,,False,,,
,mode,mode,,False,,,
,witness,witness,,False,,,
,public,public,,False,,,
,Custom_Filters,Custom_Filters,,False,1,,manual
,Define_Filter_dialog,Define_Filter_dialog,,False,1,,manual
,family lines,family lines,,False,,,
,family line,family line,,False,,,
,graph,graph,,False,,,
,graphs,graphs,,False,,,
,parameter,parameter,,False,,,
,parameters,parameters,,False,,,
,reference person,reference person,,False,,,
,patrilineal,patrilineal,,False,,,
,matrilineal,matrilineal,,False,,,
,patronymic,patronymic,,False,1,,
,matronymic,matronymic,,False,1,,
,feudal,feudal,,False,,,
,pseudonym,pseudonym,,False,,,
,occupation,occupation,,False,,,
,inherited,inherited,,False,,,ad ile ilgiliyse kullanılmalı
,checksum,checksum,,False,,,
,alternate,alternate,,False,,,alternative
,enclosed by,enclosed by,,False,,,
,diverse,diverse,,False,,,"kullanım yerine göre ""çeşitli"" kelimesi de kullanılabilir"
,mark,mark,,False,,,"Alternatif olarak ""işaretle"" kelimesi kullanılabilir."
,message,message,,False,,,
,ID,ID,,False,1,,"It is an abbreviated use of the words ""Kimlik numarası""."
,family tree,family tree,,False,,,
,repair,repair,,False,,,
,back,back,,False,,,
,forward,forward,,False,,,
,detail,detail,,False,,,
,Reorder_Gramps_ID,Reorder_Gramps_ID,,False,1,,manual
,setting,setting,,False,,,
,group,group,,False,,,
,grouping,grouping,,False,,,
,discourse,discourse,,False,,,
,manually,manually,,False,,,
,upgrade,upgrade,,False,,,
,update,update,,False,,,
,D.D4,D.D4,,False,,,
,_Reports,_Reports,,False,,,
,D.D8,D.D8,,False,,,
,RT90,RT90,,False,,,
,_Tools,_Tools,,False,,,
,Until,Until,,False,,,
,available,available,,False,available,,
,app,app,,False,app,,
,Family tree,Family tree,,False,,,
,Indicate,Indicate,,False,,,
,citation,citation,,False,2,,
,Hierarchy,Hierarchy,,False,,,"סוציולוגיה (תשע""ו, 2015) מִדְרָג hierarchy מילון סוציולוגיה > מונחי אתניות"
,package,package,,False,,,
,Ordinance,Ordinance,,False,Latter-Day Saints/Heilige der letzten Tage,,
,i.e,i.e,,False,1,,ראשי תיבות של המילים הלטיניות id est
,e.g,e.g,,False,,,ראשי תיבות של המילים הלטיניות exempli gratia
,Ordinance,Ordinance,,False,,,
,LDS,LDS,,False,,,
,LDS,LDS,,False,1,,
,character set,character set,,False,,,
,E-mail,E-mail,,False,,,
,Email,Email,,False,,,
,drag-and-drop,drag-and-drop,,False,,,
,regular expression,regular expression,,False,,,slonn rialta
,style sheet,style sheet,,False,,,
,style,style,,False,,,
,sheet,sheet,,False,,,
,Preferences,Preferences,,False,,,
,Custom,Custom,,False,,,
,find,find,,False,,,
,Tab,Tab,,False,,,
,dialect,dialect,,False,,,
,Surnames,Surnames,,False,,,
,Family Surnames,Family Surnames,,False,,,
,automat,automat,,False,,,
,burial,burial,,False,1,,
,you,you,,False,,,
,clipboard,clipboard,,False,,,
,reset,reset,,False,,,
,leap year,leap year,,False,,,
,Project,Project,,False,,,
,Audience,Audience,,False,,,
,Module,Module,,False,,,
,Password,Password,,False,,,
,Upgrade,Upgrade,,False,,,
,Suffix,Suffix,,False,,,
,session,session,,False,,,
,Undo,Undo,,False,,,
,override,override,,False,,,
,password,password,,False,,,
,Repositories,Repositories,,False,,,
,<b>,<b>,,False,,,
,LDS,LDS,,False,2,,
,Tab,Tab,,False,1,,
,repository,repository,,False,1,,
,Dialect,Dialect,,False,,,
,OK,OK,,False,,,
,specific,specific,,False,,,
,localization,localization,,False,,,
,Locality,Locality,,False,,,
,pedigree,pedigree,,False,,,
,tree view,tree view,,False,,,
,Data,Data,,False,,,
,Gregorian calendar,Gregorian calendar,,False,,,
,icon,icon,,False,,,
,toolbar,toolbar,,False,,,
,project,project,,False,,,
,Home Person.,Home Person.,,False,,,
,Edit,Edit,,False,,,
,сolumn,сolumn,,False,,,
,app,app,,False,,,
,Bookmark,Bookmark,,False,,,
,Google Maps,Google Maps,,False,,,
,Nickname,Nickname,,False,,,
,Addon,Addon,,False,,,
,relationships,relationships,,False,,,
,format,format,,False,1,,
,template,template,,False,,,
,not found,not found,,False,,,
,people,people,,False,"If people is referring multiple of ""person"" record",,
,families,families,,False,"Gramps ""Family"" record",,
,family,family,,False,"Gramps ""Family"" record",,
,Event,Event,,False,,,
,Relationship,Relationship,,False,,,"טכנולוגיית המידע (תשס""ז, 2007) יוחסה relationship, relation מילון מושגים בסיסיים בטכנולוגיית המידע (תשס""ג, 2002)"
,Inverse,Inverse,,False,"Eks. verdier som ikke matcher et gitt filter, snur om på en liste eller filtrering.",,
,ancestors,ancestors,,False,,,
,Web site,Web site,,False,,,
,web page,web page,,False,,,
,path,path,,False,,,
,relationship,relationship,,False,"A relationship between persons (not a general one, for a general one uses: врска i.e. connection)",,
,batch,batch,,False,,,
,Family view,Family view,,False,,,
,Scale,Scale,,False,,,
,reset,reset,,False,1,,
,layout,layout,,False,,,
,Blur,Blur,,False,,,
,label,label,,False,,,
,Settings,Settings,,False,,,
,college,college,,False,,,
,Toggle,Toggle,,False,,,
,Evidence,Evidence,,False,,,
,labels,labels,,False,,,
,Thumbnail,Thumbnail,,False,,,
,reciprocal,reciprocal,,False,,,
,lifespan,lifespan,,False,,,
