location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Rajab,Rajab,,False,,,"Rayab o Rajab (en árabe: رجب) es el séptimo mes del calendario musulmán, consta de 30 días."
,Media_Reference_Editor_dialog,Media_Reference_Editor_dialog,,False,,,
,England,England,,False,,,
,Shawwal,Shawwal,,False,,,Shawwal es el décimo mes del calendario Islámico (hijri) y el primer día de este mes es el día del Eid Al-Fitr.
,Jewish Holidays,Jewish Holidays,,False,,,
,Media_Reference_Editor_dialog,Media_Reference_Editor_dialog,,False,1,,
,color,color,,False,,,
,Ordibehesht,Ordibehesht,,False,,,"Ordibehesht ( persa : اردیبهشت , pronunciación persa: [oɾdiːbeˈheʃt]) es el segundo mes del calendario Solar Hijri , el calendario oficial de Irán"
,Mordad,Mordad,,False,,,"Mordad es el quinto mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 31 días,"
,Name_Editor,Name_Editor,,False,,,
,Russia,Russia,,False,,,
,Person_Reference_Editor,Person_Reference_Editor,,False,,,
,Mehr,Mehr,,False,,,"Mehr es el séptimo mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 30 días"
,Shavuot,Shavuot,,False,,,
,Editing_information_about_notes,Editing_information_about_notes,,False,,,
,centering,centering,,False,,,
,New Zealand,New Zealand,,False,,,
,Shahrivar,Shahrivar,,False,,,"Shahrivar es el sexto mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 31 días,"
,Editing_information_about_people,Editing_information_about_people,,False,,,
,Sukot,Sukot,,False,,,
,Esfand,Esfand,,False,,,"Esfand es el duodécimo y último mes del calendario persa, vigente en Irán y Afganistán. Tiene una duración de 29 días"
,home,home,,False,,,
,Place_Name_Editor_dialog,Place_Name_Editor_dialog,,False,,,
,Hanuka,Hanuka,,False,,,
,centered,centered,,False,,,
,Place_Editor_dialog,Place_Editor_dialog,,False,,,
,debug,debug,,False,1,,
,Serbia,Serbia,,False,,,
,remove,remove,,False,,,
,Slovakia,Slovakia,,False,,,
,Find_database_loop,Find_database_loop,,False,,,
,Compare_Individual_Events,Compare_Individual_Events,,False,,,
,Sweden,Sweden,,False,,,
,Gramps is a genealogy program that is both intuitive for hobbyists and feature-complete for professional genealogists.,Gramps is a genealogy program that is both intuitive for hobbyists and feature-complete for professional genealogists.,,False,,,
,Delimiter,Delimiter,,False,,,
,"person, individual, people","person, individual, people",,False,,,
,editor,editor,,False,,,
,funeral,funeral,,False,,,
,capitalization,capitalization,,False,,,
,Error_Report,Error_Report,,False,,,
,burial,burial,,False,,,
,active,active,,False,,,
,canceling,canceling,,False,,,
,creamation,creamation,,False,,,
,addon,addon,,False,,,
,canceled,canceled,,False,,,
,plugin,plugin,,False,,,
,confidence,confidence,,False,,,
,city,city,,False,,,
,baptized,baptized,,False,,,
,substring,substring,,False,,"I'm guessing ""Teilzeichenfolge"" is in German, I'm not sure why it's part of the Hebrew glossary.",
,tool,tool,,False,,,
,analyzing,analyzing,,False,,,
,Nisan,Nisan,,False,,,
,Tishri,Tishri,,False,,,
,Merge_citations,Merge_citations,,False,,,
,Elul,Elul,,False,,,
,Stamen,Stamen,,False,,,
,sources,sources,,False,,,
,Blur,Blur,,False,Color,,
,Extract_Information_from_Names,Extract_Information_from_Names,,False,,,
,Ancestry,Ancestry,,False,,,
,preferences,preferences,,False,,,
,project,project,,False,A project object within Gramps,,
,Repository,Repository,,False,,,
,street,street,,False,,,
,prefix,prefix,,False,,,
,Person,Person,,False,"A ""person"" record within Gramps",,
,Great grandparents,Great grandparents,,False,sukulaisuusraportti,,
,node,node,,False,,,"טכנולוגיית המידע (תשס""ז, 2007) צֹמֶת node מילון מושגים בסיסיים בטכנולוגיית המידע (תשס""ג, 2002)"
,tree,tree,,False,,,
,active person,active person,,False,,,"Valittu henkilö, johon toiminto kohdistetaan"
,Keep,Keep,,False,,,
,Place title,Place title,,False,,,
,pages,pages,,False,,,
,search,search,,False,,,
,father,father,,False,,,
,marriage,marriage,,False,,,
,include,include,,False,,,Esitetäänkö tieto vai ei
,liste eclair,liste eclair,,False,,,
,low,low,,False,,,
,Collapsible Tree,Collapsible Tree,,False,D3Charts,,
,mothers,mothers,,False,,,
,degrees of separation,degrees of separation,,False,,,
,for,for,,False,,,
,options,options,,False,,,Käyttäjän valintavaihtoehdot
,Ancestor,Ancestor,,False,,,
,center,center,,False,,,
,very,very,,False,,,
,related to,related to,,False,,,
,central person,central person,,False,,,Muu keskushenkilö kuin aktiivihenkilö
,Close,Close,,False,,,
,Matches,Matches,,False,,,
,Date Estimate,Date Estimate,,False,,,
,number,number,,False,,,
,oo,oo,,False,,,
,Include,Include,,False,,,
,media,media,,False,,,Mediaobjekti (kuvan metatiedot)
,issue,issue,,False,,,
,unpublished,unpublished,,False,,,
,title,title,,False,place,,
,font size,font size,,False,,,
,high,high,,False,,,
,newspaper,newspaper,,False,,,
,Birth label,Birth label,,False,,,
,exclude,exclude,,False,,,
,family,family,,False,,,
,published,published,,False,,,
,death label,death label,,False,,,
,autobiography,autobiography,,False,,,
,md5 hash,md5 hash,,False,,,
,birth label,birth label,,False,,,
,yes,yes,,False,,,
,delete,delete,,False,,,
,Home Person,Home Person,,False,,,
,substring,substring,,False,1,,
,unique,unique,,False,,,
,Include,Include,,False,1,,
,book,book,,False,,,
,configuration,configuration,,False,,,
,format,format,,False,,,"טכנולוגיית המידע (תשע""ה, 2015) תסדיר בשפות תכנות – צרף שפה המפרט באמצעות תווים את הייצוג של עצמי נתונים ברשומה, בקובץ, במסר, בהתקן אחסון או באפיק שידור. הפועל: תִּסְדֵּר format n. מילון שפות תכנות [טכנולוגיית המידע] > טיפוסי נתונים"
,color scheme,color scheme,,False,,,
,image,image,,False,,,
,death,death,,False,,,
,Association,Association,,False,,,
,Include,Include,,False,2,,
,mother,mother,,False,,,
,item,item,,False,,,
,attribute,attribute,,False,,,
,Associations,Associations,,False,,,
,version,version,,False,,,
,save,save,,False,,,
,association,association,,False,,,Onko oikein?
,HTML-wrapper file,HTML-wrapper file,,False,,,
,books,books,,False,,,
,new,new,,False,,,
,pruning,pruning,,False,Sukupuun rajaaminen katkaisemalla?,,
,note,note,,False,,,
,trees,trees,,False,,,
,child,child,,False,,,
,index,index,,False,,,
,day,day,,False,,,
,Farm Schedule,Farm Schedule,,False,,,
,year,year,,False,,,
,notes,notes,,False,,,
,settings,settings,,False,,,
,Repository,Repository,,False,1,,
,filename,filename,,False,,,
,Volume,Volume,,False,,,
,attributes,attributes,,False,,,
,edit,edit,,False,,,
,please,please,,False,,,
,attributes,attributes,,False,1,,
,absent,absent,,False,,,
,filter,filter,,False,,,
,DenominoViso,,,False,,,
,resources,resources,,False,,,
,Index of Dates,Index of Dates,,False,,,
,HTML,HTML,,False,,,
,SpaceTree,SpaceTree,,False,,,
,web,web,,False,,,
,Deterministic ID,Deterministic ID,,False,,,
,calendars,calendars,,False,,,
,object,object,,False,,,
,data,data,,False,,,
,Space Tree,Space Tree,,False,,,
,link,link,,False,,,
,calendar,calendar,,False,,,
,Matches ,Matches ,,False,,,
,Narrated Web Report,Narrated Web Report,,False,,,
,Matches,Matches,,False,2,,
,main person,main person,,False,,,
,glance,glance,,False,,,
,maximum,maximum,,False,,,
,objects,objects,,False,,,
,this,this,,False,,,
,main,main,,False,,,
,center person,center person,,False,,,
,markers,markers,,False,,,
,Call Name,Call Name,,False,,,
,birthdays,birthdays,,False,,,
,option,option,,False,,,
,maps,maps,,False,,,
,nick name,nick name,,False,,,
,repositories,repositories,,False,,,
,max,max,,False,,,
,default,default,,False,,,
,service,service,,False,,,
,map,map,,False,,,
,column,column,,False,,,
,footer,footer,,False,,,"טכנולוגיית המידע (תשס""ג, 2002) סיומת עמוד footer, running foot מילון עיבוד תמלילים [טכנולוגיית המידע]"
,PHP,PHP,,False,,,
,and,and,,False,,,
,images,images,,False,,,
,.php,.php,,False,,,
,GENDEX,GENDEX,,False,,,
,narrative website,narrative website,,False,,,
,current person,current person,,False,,,
,.tar.gz,.tar.gz,,False,,,
,navigation,navigation,,False,,,
,links,links,,False,,,
,narrative,narrative,,False,,,
,Navigation Menu Layout,Navigation Menu Layout,,False,,,
,view,view,,False,,,
,locations,locations,,False,,,
,previous,previous,,False,,,
,full name,full name,,False,,,
,type,type,,False,,,
,tags,tags,,False,,,
,top,top,,False,,,
,left,left,,False,,,
,next,next,,False,,,
,bottom,bottom,,False,,,
,right,right,,False,,,
,parents,parents,,False,,,
,alive,alive,,False,,,
,reorder,reorder,,False,,,
,parent,parent,,False,,,
,charts,charts,,False,,,
,circa,circa,,False,,,
,ascendants and descendants,ascendants and descendants,,False,,,
,citations,citations,,False,,,
,between,between,,False,,,
,around,around,,False,,,
,last,last,,False,,,
,initials,initials,,False,,,Ad(lar) ve soyad(lar)ın ilk harfleri.
,title,title,,False,,,
,common,common,,False,,,
,suffix,suffix,,False,,,Adlandırmayla ilgili
,given name,given name,,False,,,
,up,up,,False,,,
,private,private,,False,,,
,Fix_Capitalization_of_Family_Names,Fix_Capitalization_of_Family_Names,,False,,,
,New_Media_dialog,New_Media_dialog,,False,1,,manual
,New_Repository_dialog,New_Repository_dialog,,False,,,manual
,dialog,dialog,,False,,,
,New_Source_dialog,New_Source_dialog,,False,,,manual
,Size,Size,,False,,,
,Longitude,Longitude,,False,,,
,detach,detach,,False,,,
,structure,structure,,False,,,
,individuals,individuals,,False,,,
,Sections,Sections,,False,,,
,To Do,To Do,,False,,,
,config,config,,False,,,
,font,font,,False,,,ayrı yazılmalıdır
,tools,tools,,False,,,
,document,document,,False,1,,
,Bookmarks,Bookmarks,,False,,,manual
,Reorder_Relationships_dialog,Reorder_Relationships_dialog,,False,,,manual
,New_Tag_dialog,New_Tag_dialog,,False,,,manual
,database,database,,False,,,
,address,address,,False,,,
,import,import,,False,,,
,language,language,,False,,,
,kome person,kome person,,False,,,
,home person,home person,,False,,,
,export,export,,False,,,
,installation,installation,,False,,,
,file,file,,False,,,
,latitude,latitude,,False,,,
,add,add,,False,,,
,coordinates,coordinates,,False,,,
,offline,offline,,False,,,
,directory,directory,,False,,,
,common ancestor,common ancestor,,False,,,
,partner,partner,,False,,,
,names,names,,False,,,
,people,people,,False,,,
,unique,unique,,False,1,,
,nodes,nodes,,False,,,
,bar,bar,,False,,,Grafik
,chart,chart,,False,,,
,bar chart,bar chart,,False,,,
,pie chart,pie chart,,False,,,
,expand,expand,,False,,,
,all,all,,False,,,
,collapse,collapse,,False,,,
,birth,birth,,False,,,
,items,items,,False,,,
,pie,pie,,False,,,Grafikten bahsettiğini düşünerek çevrilmiştir.
,circle,circle,,False,,,
,Timeline,Timeline,,False,,,
,date,date,,False,,,
,spreadsheet,spreadsheet,,False,,,
,GeneWeb,GeneWeb,,False,,,program adı olduğu için çevrilmemelidir.
,total,total,,False,,,
,minimum,minimum,,False,,,
,Minimumm,Minimumm,,False,,,
,output,output,,False,,,
,Internet_Address_Editor,Internet_Address_Editor,,False,,,
,Add_Rule_dialog,Add_Rule_dialog,,False,,,
,rule,rule,,False,,,
,dashboard,dashboard,,False,,,
,display,display,,False,,,
,others,others,,False,,,
,New_Citation_dialog,New_Citation_dialog,,False,1,,
,quality,quality,,False,,,
,Folder,Folder,,False,,,
,What's Next?,What's Next?,,False,,,
,metadata,metadata,,False,,,
,Select_Family_selector,Select_Family_selector,,False,,,manual
,error,error,,False,,,
,transparent,transparent,,False,,,
,generations,generations,,False,,,
,Paper Option,Paper Option,,False,,,
,Sibling,Sibling,,False,,,
,Relationship calculator,Relationship calculator,,False,,,
,tooltip,tooltip,,False,,,
,Generate_Testcases_for_Persons_and_Families,Generate_Testcases_for_Persons_and_Families,,False,,,
,Compound surname,Compound surname,,False,,,
,Current Name,Current Name,,False,,,
,Ancestors,Ancestors,,False,,,
,descendants,descendants,,False,,,alt soy
,Merge_Families,Merge_Families,,False,,,manual
,existing,existing,,False,,,
,Geography View,Geography View,,False,,,
,Geography,Geography,,False,,,
,Content,Content,,False,,,
,Descendant,Descendant,,False,,,
,Unmarried partnership,Unmarried partnership,,False,,,
,Civil union,Civil union,,False,,,
,Example,Example,,False,,,
,unmarried,unmarried,,False,,,
,Merge_Sources,Merge_Sources,,False,,,
,upright,upright,,False,,,
,roundabout,roundabout,,False,,,
,Merge_Notes,Merge_Notes,,False,,,
,Merge_People,Merge_People,,False,,,
,Merge_Places,Merge_Places,,False,,,
,Select_Note_selector,Select_Note_selector,,False,,,
,Select_Place_selector,Select_Place_selector,,False,,,
,Select_Father_selector,Select_Father_selector,,False,,,
,Select_Child_selector,Select_Child_selector,,False,,,
,Select_Mother_selector,Select_Mother_selector,,False,,,
,Advanced,Advanced,,False,,,
,fan chart,fan chart,,False,,,
,2-Way Fan,2-Way Fan,,False,2,,
,descendant fan,descendant fan,,False,,,
,fanchart,fanchart,,False,,,
,Pedigree,Pedigree,,False,,,
,duplicate,duplicate,,False,,,
,"_Roman (Times, serif)","_Roman (Times, serif)",,False,1,,Yazı tipi adı olduğunu için çevrilmemelidir.
,broken,broken,,False,,,
,"_Swiss (Arial, Helvetica, sans-serif)","_Swiss (Arial, Helvetica, sans-serif)",,False,,,Yazı tipi adı olduğunu için çevrilmemelidir.
,primary,primary,,False,,,
,Merge_Media_Objects,Merge_Media_Objects,,False,,,manual
,proceed,proceed,,False,,,
,Remove_leading_and_trailing_spaces,Remove_leading_and_trailing_spaces,,False,,,manual
,quantity,quantity,,False,,,
,BSDDB,BSDDB,,False,,,
,LDS_Ordinance_Editor,LDS_Ordinance_Editor,,False,,,manual
,ordinance,ordinance,,False,,,
,tiles,tiles,,False,,,
,nickname,nickname,,False,,,
,filters,filters,,False,,,
,Nobility Title,Nobility Title,,False,,,
,familynick,familynick,,False,,,
,submitter,submitter,,False,,,
,rawsurnames,rawsurnames,,False,,,
,recursive,recursive,,False,,,
,relationship,relationship,,False,,,
,relationship view,relationship view,,False,,,
,New_Event_dialog,New_Event_dialog,,False,,,manual
,Event_Reference_Editor_dialog,Event_Reference_Editor_dialog,,False,1,,manual
,Merge_Events,Merge_Events,,False,,,manual
,Select_Event_selector,Select_Event_selector,,False,1,,manual
,Select_Person_selector,Select_Person_selector,,False,,,manual
,Select_Repository_selector,Select_Repository_selector,,False,,,manual
,Select_Source_selector,Select_Source_selector,,False,,,manual
,attribute,attribute,,False,1,,
,borough,borough,,False,,,
,lineage,lineage,,False,,,"""köken""den daha iyi bir çeviri ile değiştirilebilir. ""Baba - dede - dedenin babası - dedenin dedesi"" şeklinde giden soyu tanımlıyor. Köken genel anlamda karşılamasına rağmen Türkçede özellikle bu anlama gelen kelime var ise değiştirilmelidir."
,LaTeX,LaTeX,,False,,,
,outline,outline,,False,,,
,thumbnail,thumbnail,,False,,,
,families of interest,families of interest,,False,,,
,people of interest,people of interest,,False,,,
,connector,connector,,False,,,
,given,given,,False,,,
,association,association,,False,1,,
,connection,connection,,False,,,
,given,given,,False,1,,
,call number,call number,,False,,,
,tile,tile,,False,,,
,mode,mode,,False,,,
,witness,witness,,False,,,
,public,public,,False,,,
,Custom_Filters,Custom_Filters,,False,1,,manual
,Define_Filter_dialog,Define_Filter_dialog,,False,1,,manual
,family lines,family lines,,False,,,
,family line,family line,,False,,,
,graph,graph,,False,,,
,graphs,graphs,,False,,,
,parameter,parameter,,False,,,
,parameters,parameters,,False,,,
,reference person,reference person,,False,,,
,patrilineal,patrilineal,,False,,,
,matrilineal,matrilineal,,False,,,
,patronymic,patronymic,,False,1,,
,matronymic,matronymic,,False,1,,
,feudal,feudal,,False,,,
,pseudonym,pseudonym,,False,,,
,occupation,occupation,,False,,,
,inherited,inherited,,False,,,ad ile ilgiliyse kullanılmalı
,checksum,checksum,,False,,,
,alternate,alternate,,False,,,alternative
,enclosed by,enclosed by,,False,,,
,diverse,diverse,,False,,,"kullanım yerine göre ""çeşitli"" kelimesi de kullanılabilir"
,mark,mark,,False,,,"Alternatif olarak ""işaretle"" kelimesi kullanılabilir."
,message,message,,False,,,
,ID,ID,,False,1,,"It is an abbreviated use of the words ""Kimlik numarası""."
,family tree,family tree,,False,,,
,repair,repair,,False,,,
,back,back,,False,,,
,forward,forward,,False,,,
,detail,detail,,False,,,
,Reorder_Gramps_ID,Reorder_Gramps_ID,,False,1,,manual
,setting,setting,,False,,,
,group,group,,False,,,
,grouping,grouping,,False,,,
,discourse,discourse,,False,,,
,manually,manually,,False,,,
,upgrade,upgrade,,False,,,
,update,update,,False,,,
,D.D4,D.D4,,False,,,
,_Reports,_Reports,,False,,,
,D.D8,D.D8,,False,,,
,RT90,RT90,,False,,,
,_Tools,_Tools,,False,,,
,Until,Until,,False,,,
,Family tree,Family tree,,False,,,
,Indicate,Indicate,,False,,,
,citation,citation,,False,2,,
,Hierarchy,Hierarchy,,False,,,"סוציולוגיה (תשע""ו, 2015) מִדְרָג hierarchy מילון סוציולוגיה > מונחי אתניות"
,package,package,,False,,,
,Family Tree,Family Tree,,False,,,
,Ordinance,Ordinance,,False,Latter-Day Saints/Heilige der letzten Tage,,
,i.e,i.e,,False,1,,ראשי תיבות של המילים הלטיניות id est
,e.g,e.g,,False,,,ראשי תיבות של המילים הלטיניות exempli gratia
,Ordinance,Ordinance,,False,,,
,LDS,LDS,,False,,,
,LDS,LDS,,False,1,,
,character set,character set,,False,,,
,E-mail,E-mail,,False,,,
,Email,Email,,False,,,
,drag-and-drop,drag-and-drop,,False,,,
,regular expression,regular expression,,False,,,Regex
,style sheet,style sheet,,False,,,
,style,style,,False,,,
,sheet,sheet,,False,,,
,Preferences,Preferences,,False,,,
,Custom,Custom,,False,,,
,find,find,,False,,,
,Tab,Tab,,False,,,
,dialect,dialect,,False,,,
,Surnames,Surnames,,False,,,
,Family Surnames,Family Surnames,,False,,,
,Enable,Enable,,False,,,
,automat,automat,,False,,,
,burial,burial,,False,1,,
,you,you,,False,,,
,clipboard,clipboard,,False,,,
,reset,reset,,False,,,
,leap year,leap year,,False,,,
,Project,Project,,False,,,
,Audience,Audience,,False,,,
,Module,Module,,False,,,
,Password,Password,,False,,,
,Upgrade,Upgrade,,False,,,
,Suffix,Suffix,,False,,,
,session,session,,False,,,
,Undo,Undo,,False,,,
,override,override,,False,,,
,password,password,,False,,,
,Repositories,Repositories,,False,,,
,<b>,<b>,,False,,,
,LDS,LDS,,False,2,,
,Tab,Tab,,False,1,,
,repository,repository,,False,1,,
,Dialect,Dialect,,False,,,
,OK,OK,,False,,,
,specific,specific,,False,,,
,localization,localization,,False,,,
,Locality,Locality,,False,,,
,pedigree,pedigree,,False,,,
,tree view,tree view,,False,,,
,Data,Data,,False,,,
,Gregorian calendar,Gregorian calendar,,False,,,
,icon,icon,,False,,,
,toolbar,toolbar,,False,,,
,project,project,,False,,,
,Home Person.,Home Person.,,False,,,
,Edit,Edit,,False,,,
,сolumn,сolumn,,False,,,
,app,app,,False,,,
,Bookmark,Bookmark,,False,,,
,Google Maps,Google Maps,,False,,,
,Nickname,Nickname,,False,,,
,Addon,Addon,,False,,,
,relationships,relationships,,False,,,
,format,format,,False,1,,
,template,template,,False,,,
,not found,not found,,False,,,
,people,people,,False,"If people is referring multiple of ""person"" record",,
,families,families,,False,"Gramps ""Family"" record",,
,family,family,,False,"Gramps ""Family"" record",,
,Event,Event,,False,,,
,Relationship,Relationship,,False,,,"טכנולוגיית המידע (תשס""ז, 2007) יוחסה relationship, relation מילון מושגים בסיסיים בטכנולוגיית המידע (תשס""ג, 2002)"
,Inverse,Inverse,,False,"Eks. verdier som ikke matcher et gitt filter, snur om på en liste eller filtrering.",,
,ancestors,ancestors,,False,,,
,Web site,Web site,,False,,,
,web page,web page,,False,,,
,path,path,,False,,,
,relationship,relationship,,False,"A relationship between persons (not a general one, for a general one uses: врска i.e. connection)",,
,batch,batch,,False,,,
,Family view,Family view,,False,,,
,Scale,Scale,,False,,,
,reset,reset,,False,1,,
,layout,layout,,False,,,
,Blur,Blur,,False,,,
,label,label,,False,,,
,Settings,Settings,,False,,,
,college,college,,False,,,
,Toggle,Toggle,,False,,,
,Evidence,Evidence,,False,,,
,labels,labels,,False,,,
,Thumbnail,Thumbnail,,False,,,
,reciprocal,reciprocal,,False,,,
,lifespan,lifespan,,False,,,
,avatar,avatar,,False,,,
,interpreter,interpreter,,False,,,
,Province,Province,,False,,,
,Index,Index,,False,,,
,State,State,,False,,,
,County,County,,False,,,
,District,District,,False,,,
,settlement,settlement,,False,,,
,Alignment,Alignment,,False,,,
,Background color,Background color,,False,,,
,Spacing,Spacing,,False,,,
,Above,Above,,False,,,
,Below,Below,,False,,,
,Borders,Borders,,False,,,
,Padding,Padding,,False,Spazio interno tra il testo e il riquadro,,
,Indentation,Indentation,,False,,,
,Justify,Justify,,False,,,
,Top,Top,,False,,,
,Bottom,Bottom,,False,,,
,overhang,overhang,,False,In un diagramma quanto sporge,,
,Employment,Employment,,False,,,
,Wedding,Wedding,,False,,,
,Gender,Gender,,False,,,
,Activate,Activate,,False,,,
,Region,Region,,False,,,
,Referenced,Referenced,,False,,,
,census,census,,False,,,
,Occupation,Occupation,,False,,,
,Residence,Residence,,False,,,
,namespace,namespace,,False,,,
,generated,generated,,False,,,
,app,app,,False,app,,
,available,available,,False,available,,
,Help,Help,,False,,,
,Multiple birth,Multiple birth,,False,,,Useita syntymäaikoja
,Forename,Forename,,False,,,Etunimi
,references,references,,False,,,
,reference,reference,,False,1,,
,Pattern,Pattern,,False,,,
,unambiguous,unambiguous,,False,,,
,ambiguous,ambiguous,,False,,,
,Township,Township,,False,,,
,paths,paths,,False,,,
,Nick Name,Nick Name,,False,,,
,Probate,Probate,,False,,,
,report,report,,False,,,
,report,report,,False,1,,
,marriage act,marriage act,,False,,,
,banns,banns,,False,,,
,county,county,,False,,,
,Place titles,Place titles,,False,,,
,title,title,,False,henkilötiedot,,
,Compress,Compress,,False,Kaavioesitys,,
,pedigree collapse,pedigree collapse,,False,,,
,Welcome,Welcome,,False,,,
,Set,Set,,False,,,
,Save,Save,,False,,,
,Delete,Delete,,False,,,
,To start,To start,,False,,,
,Select,Select,,False,,,
,Full Name,Full Name,,False,,,
,eg.,eg.,,False,,,
,Hide,Hide,,False,,,
,Unhide,Unhide,,False,,,
,Show,Show,,False,,,
,Add,Add,,False,,,
,Please,Please,,False,,,
,Parent Family,Parent Family,,False,,,
,Parents,Parents,,False,,,
,family event,family event,,False,,,
,set,set,,False,,,
,creamation,creamation,,False,1,,
,7. Sex: Male,7. Sex: Male,,False,,,
,8. Sex: Female,8. Sex: Female,,False,,,
,MaritalStatus,MaritalStatus,,False,,,
,All Families,All Families,,False,,,
,lists,lists,,False,,,
,CartoDB,,,False,,,
,Stamen,,,False,1,,
,custom,custom,,False,,,
,heatmap,heatmap,,False,heatmap,,
,downloaded,downloaded,,False,,,
,Downloading,Downloading,,False,,,
,Coloured Persons,Coloured Persons,,False,,,
,Pedigree Collapse,Pedigree Collapse,,False,,,
,timeline,timeline,,False,,,
,TimeLines,TimeLines,,False,,,
,Gathering,Gathering,,False,,,
,bookmark,bookmark,,False,,,
,vertical,vertical,,False,,,
,horizontal,horizontal,,False,,,
,Attaching,Attaching,,False,,,
,Patronymic,Patronymic,,False,,,
,merge,merge,,False,,,
,restore,restore,,False,,,
,ChatWithTree,ChatWithTree,,False,,,
